Dataset,#TrainingRelease,%training/total,%Defective/training,%Defective/testing,Classifier,Feature Selection,Balancing,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Best first,undersampling,Sensitive Threshold,185,13,340,81,0.93,0.7,0.83,0.68
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Best first,undersampling,Sensitive Learning,157,83,270,109,0.65,0.59,0.67,0.36
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Best first,SMOTE,No,165,6,347,101,0.96,0.62,0.82,0.63
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Best first,SMOTE,Sensitive Threshold,176,6,347,90,0.97,0.66,0.82,0.67
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Best first,SMOTE,Sensitive Learning,197,79,274,69,0.71,0.74,0.77,0.51
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,No,No,161,4,349,105,0.98,0.61,0.79,0.62
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,No,Sensitive Threshold,178,4,349,88,0.98,0.67,0.83,0.68
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,No,Sensitive Learning,178,4,349,88,0.98,0.67,0.79,0.68
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,oversampling,No,170,9,344,96,0.95,0.64,0.78,0.64
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,oversampling,Sensitive Threshold,179,10,343,87,0.95,0.67,0.82,0.67
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,oversampling,Sensitive Learning,185,65,288,81,0.74,0.7,0.77,0.52
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,undersampling,No,170,12,341,96,0.93,0.64,0.79,0.63
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,undersampling,Sensitive Threshold,185,13,340,81,0.93,0.7,0.83,0.68
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,undersampling,Sensitive Learning,157,83,270,109,0.65,0.59,0.67,0.36
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,SMOTE,No,165,6,347,101,0.96,0.62,0.82,0.63
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,SMOTE,Sensitive Threshold,176,6,347,90,0.97,0.66,0.82,0.67
BOOKKEEPER,5,62.48,65.79,57.03,Ibk,Greedy Backward,SMOTE,Sensitive Learning,197,79,274,69,0.71,0.74,0.77,0.51
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,No,No,258,283,70,8,0.48,0.97,0.95,0.15
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,No,Sensitive Threshold,259,295,58,7,0.47,0.97,0.57,0.12
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,No,Sensitive Learning,259,295,58,7,0.47,0.97,0.94,0.12
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,oversampling,No,246,43,310,20,0.85,0.92,0.94,0.79
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,oversampling,Sensitive Threshold,259,234,119,7,0.53,0.97,0.66,0.28
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,oversampling,Sensitive Learning,255,128,225,11,0.67,0.96,0.91,0.57
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,undersampling,No,252,201,152,14,0.56,0.95,0.91,0.35
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,undersampling,Sensitive Threshold,256,270,83,10,0.49,0.96,0.6,0.18
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,undersampling,Sensitive Learning,241,219,134,25,0.52,0.91,0.79,0.26
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,SMOTE,No,258,272,81,8,0.49,0.97,0.95,0.18
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,SMOTE,Sensitive Threshold,259,288,65,7,0.47,0.97,0.58,0.14
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,No,SMOTE,Sensitive Learning,258,292,61,8,0.47,0.97,0.91,0.13
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,No,No,244,19,334,22,0.93,0.92,0.95,0.86
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,No,Sensitive Threshold,254,253,100,12,0.5,0.95,0.62,0.21
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,No,Sensitive Learning,252,237,116,14,0.52,0.95,0.94,0.25
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,oversampling,No,252,70,283,14,0.78,0.95,0.96,0.73
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,oversampling,Sensitive Threshold,258,265,88,8,0.49,0.97,0.61,0.2
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,oversampling,Sensitive Learning,226,45,308,40,0.83,0.85,0.94,0.72
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,undersampling,No,247,69,284,19,0.78,0.93,0.94,0.72
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,undersampling,Sensitive Threshold,254,265,88,12,0.49,0.95,0.6,0.18
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,undersampling,Sensitive Learning,211,102,251,55,0.67,0.79,0.81,0.49
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,SMOTE,No,246,19,334,20,0.93,0.92,0.95,0.87
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,SMOTE,Sensitive Threshold,254,237,116,12,0.52,0.95,0.64,0.26
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Best first,SMOTE,Sensitive Learning,243,142,211,23,0.63,0.91,0.92,0.48
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,No,No,244,19,334,22,0.93,0.92,0.95,0.86
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,No,Sensitive Threshold,254,253,100,12,0.5,0.95,0.62,0.21
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,No,Sensitive Learning,252,237,116,14,0.52,0.95,0.94,0.25
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,oversampling,No,252,70,283,14,0.78,0.95,0.96,0.73
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,258,265,88,8,0.49,0.97,0.61,0.2
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,226,45,308,40,0.83,0.85,0.94,0.72
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,undersampling,No,247,69,284,19,0.78,0.93,0.94,0.72
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,254,265,88,12,0.49,0.95,0.6,0.18
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,undersampling,Sensitive Learning,211,102,251,55,0.67,0.79,0.81,0.49
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,SMOTE,No,246,19,334,20,0.93,0.92,0.95,0.87
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,254,237,116,12,0.52,0.95,0.64,0.26
BOOKKEEPER,5,62.48,65.79,57.03,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,243,142,211,23,0.63,0.91,0.92,0.48
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,No,No,266,0,386,5,1,0.98,1,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,No,Sensitive Threshold,271,79,307,0,0.77,1,0.9,0.76
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,No,Sensitive Learning,271,72,314,0,0.79,1,1,0.78
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,oversampling,No,260,34,352,11,0.88,0.96,0.99,0.86
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,oversampling,Sensitive Threshold,271,164,222,0,0.62,1,0.79,0.53
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,oversampling,Sensitive Learning,260,79,307,11,0.77,0.96,0.98,0.73
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,undersampling,No,269,32,354,2,0.89,0.99,1,0.89
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,undersampling,Sensitive Threshold,271,225,161,0,0.55,1,0.71,0.37
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,undersampling,Sensitive Learning,216,118,268,55,0.65,0.8,0.87,0.47
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,SMOTE,No,266,0,386,5,1,0.98,1,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,SMOTE,Sensitive Threshold,271,98,288,0,0.73,1,0.87,0.71
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,No,SMOTE,Sensitive Learning,271,231,155,0,0.54,1,0.99,0.36
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,No,No,266,0,386,5,1,0.98,1,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,No,Sensitive Threshold,271,57,329,0,0.83,1,0.93,0.83
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,No,Sensitive Learning,271,66,320,0,0.8,1,1,0.8
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,oversampling,No,263,31,355,8,0.89,0.97,1,0.88
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,oversampling,Sensitive Threshold,271,96,290,0,0.74,1,0.88,0.71
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,oversampling,Sensitive Learning,258,57,329,13,0.82,0.95,0.98,0.79
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,undersampling,No,269,33,353,2,0.89,0.99,1,0.89
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,undersampling,Sensitive Threshold,271,130,256,0,0.68,1,0.83,0.62
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,undersampling,Sensitive Learning,257,198,188,14,0.56,0.95,0.89,0.4
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,SMOTE,No,266,0,386,5,1,0.98,1,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,SMOTE,Sensitive Threshold,271,56,330,0,0.83,1,0.93,0.83
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Best first,SMOTE,Sensitive Learning,271,184,202,0,0.6,1,1,0.48
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,No,No,266,0,386,5,1,0.98,1,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,No,Sensitive Threshold,271,55,331,0,0.83,1,0.93,0.83
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,No,Sensitive Learning,271,61,325,0,0.82,1,1,0.81
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,oversampling,No,263,31,355,8,0.89,0.97,1,0.88
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,oversampling,Sensitive Threshold,271,96,290,0,0.74,1,0.88,0.71
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,oversampling,Sensitive Learning,258,57,329,13,0.82,0.95,0.98,0.79
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,undersampling,No,269,33,353,2,0.89,0.99,1,0.89
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,undersampling,Sensitive Threshold,271,130,256,0,0.68,1,0.83,0.62
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,undersampling,Sensitive Learning,257,198,188,14,0.56,0.95,0.89,0.4
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,SMOTE,No,266,0,386,5,1,0.98,1,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,SMOTE,Sensitive Threshold,271,56,330,0,0.83,1,0.93,0.83
BOOKKEEPER,6,80.68,63.81,58.75,Random Forest,Greedy Backward,SMOTE,Sensitive Learning,271,184,202,0,0.6,1,1,0.48
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,No,No,267,0,386,4,1,0.99,0.99,0.99
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,No,Sensitive Threshold,267,0,386,4,1,0.99,0.99,0.99
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,No,Sensitive Learning,267,0,386,4,1,0.99,0.99,0.99
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,oversampling,No,254,16,370,17,0.94,0.94,0.95,0.9
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,oversampling,Sensitive Threshold,257,18,368,14,0.93,0.95,0.95,0.9
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,oversampling,Sensitive Learning,255,117,269,16,0.69,0.94,0.81,0.6
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,undersampling,No,267,11,375,4,0.96,0.99,0.98,0.95
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,undersampling,Sensitive Threshold,267,12,374,4,0.96,0.99,0.98,0.95
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,undersampling,Sensitive Learning,199,106,280,72,0.65,0.73,0.75,0.45
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,SMOTE,No,267,0,386,4,1,0.99,0.99,0.99
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,SMOTE,Sensitive Threshold,267,0,386,4,1,0.99,0.99,0.99
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,No,SMOTE,Sensitive Learning,265,95,291,6,0.74,0.98,0.86,0.7
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,No,No,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,No,Sensitive Threshold,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,No,Sensitive Learning,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,oversampling,No,256,12,374,15,0.96,0.94,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,oversampling,Sensitive Threshold,260,13,373,11,0.95,0.96,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,oversampling,Sensitive Learning,252,105,281,19,0.71,0.93,0.83,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,undersampling,No,269,10,376,2,0.96,0.99,0.99,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,undersampling,Sensitive Threshold,269,12,374,2,0.96,0.99,0.98,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,undersampling,Sensitive Learning,187,94,292,84,0.67,0.69,0.74,0.44
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,SMOTE,No,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,SMOTE,Sensitive Threshold,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Best first,SMOTE,Sensitive Learning,263,74,312,8,0.78,0.97,0.9,0.75
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,No,No,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,No,Sensitive Threshold,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,No,Sensitive Learning,269,3,383,2,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,oversampling,No,256,12,374,15,0.96,0.94,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,oversampling,Sensitive Threshold,260,13,373,11,0.95,0.96,0.96,0.92
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,oversampling,Sensitive Learning,252,105,281,19,0.71,0.93,0.83,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,undersampling,No,269,10,376,2,0.96,0.99,0.99,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,undersampling,Sensitive Threshold,269,12,374,2,0.96,0.99,0.98,0.96
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,undersampling,Sensitive Learning,187,94,292,84,0.67,0.69,0.74,0.44
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,SMOTE,No,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,SMOTE,Sensitive Threshold,268,3,383,3,0.99,0.99,0.99,0.98
BOOKKEEPER,6,80.68,63.81,58.75,Ibk,Greedy Backward,SMOTE,Sensitive Learning,263,74,312,8,0.78,0.97,0.9,0.75
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,No,No,264,325,61,7,0.45,0.97,0.95,0.11
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,No,Sensitive Threshold,266,341,45,5,0.44,0.98,0.55,0.08
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,No,Sensitive Learning,266,340,46,5,0.44,0.98,0.95,0.09
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,oversampling,No,266,329,57,5,0.45,0.98,0.95,0.11
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,oversampling,Sensitive Threshold,267,342,44,4,0.44,0.99,0.55,0.08
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,oversampling,Sensitive Learning,264,320,66,7,0.45,0.97,0.93,0.12
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,undersampling,No,266,339,47,5,0.44,0.98,0.95,0.09
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,undersampling,Sensitive Threshold,267,348,38,4,0.43,0.99,0.54,0.07
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,undersampling,Sensitive Learning,258,295,91,13,0.47,0.95,0.83,0.16
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,SMOTE,No,264,316,70,7,0.46,0.97,0.96,0.13
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,SMOTE,Sensitive Threshold,266,334,52,5,0.44,0.98,0.56,0.1
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,No,SMOTE,Sensitive Learning,260,222,164,11,0.54,0.96,0.94,0.34
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,No,No,257,105,281,14,0.71,0.95,0.95,0.64
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,No,Sensitive Threshold,263,304,82,8,0.46,0.97,0.59,0.16
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,No,Sensitive Learning,261,294,92,10,0.47,0.96,0.95,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,oversampling,No,259,114,272,12,0.69,0.96,0.95,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,oversampling,Sensitive Threshold,261,295,91,10,0.47,0.96,0.6,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,oversampling,Sensitive Learning,254,143,243,17,0.64,0.94,0.94,0.53
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,undersampling,No,260,251,135,11,0.51,0.96,0.95,0.27
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,undersampling,Sensitive Threshold,263,315,71,8,0.46,0.97,0.58,0.13
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,undersampling,Sensitive Learning,253,285,101,18,0.47,0.93,0.79,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,SMOTE,No,259,99,287,12,0.72,0.96,0.96,0.67
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,SMOTE,Sensitive Threshold,263,294,92,8,0.47,0.97,0.6,0.18
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Best first,SMOTE,Sensitive Learning,261,285,101,10,0.48,0.96,0.92,0.2
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,No,No,257,105,281,14,0.71,0.95,0.95,0.64
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,No,Sensitive Threshold,263,304,82,8,0.46,0.97,0.59,0.16
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,No,Sensitive Learning,261,294,92,10,0.47,0.96,0.95,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,oversampling,No,259,114,272,12,0.69,0.96,0.95,0.63
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Threshold,261,295,91,10,0.47,0.96,0.6,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,oversampling,Sensitive Learning,254,143,243,17,0.64,0.94,0.94,0.53
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,undersampling,No,260,251,135,11,0.51,0.96,0.95,0.27
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Threshold,263,315,71,8,0.46,0.97,0.58,0.13
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,undersampling,Sensitive Learning,253,285,101,18,0.47,0.93,0.79,0.17
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,SMOTE,No,259,99,287,12,0.72,0.96,0.96,0.67
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Threshold,263,294,92,8,0.47,0.97,0.6,0.18
BOOKKEEPER,6,80.68,63.81,58.75,Naive Bayes,Greedy Backward,SMOTE,Sensitive Learning,261,285,101,10,0.48,0.96,0.92,0.2
